place_id,google_id,name,category,subtypes,website,phone,address,city,postal_code,country,rating,reviews,business_status,google_maps_url,query,email,linkedin,facebook,instagram,relevant,priority,property_type,estimated_property_count,independent_operator,ideal_customer,claude_reason
ChIJFdhDLegPdkgR2fBK-zQJ85U,0x48760fe82d43d815:0x95f30934fb4af0d9,Urbany Hostel London,Youth hostel,Youth hostel,http://www.urbanyhostels.com/urbany-london-hostel,+44 20 7846 8667,"48-49 Prince's Square, London W2 4PX",London,W2 4PX,United Kingdom of Great Britain and Northern Ireland,4.5,411,OPERATIONAL,"https://www.google.com/maps/place/Urbany+Hostel+London/@51.513434499999995,-0.1917508,14z/data=!4m8!1m2!2m1!1sUrbany+Hostel+London!3m4!1s0x48760fe82d43d815:0x95f30934fb4af0d9!8m2!3d51.513434499999995!4d-0.1917508",hostel London United Kingdom,,,,,true,A,Hostel,1,true,true,Independent hostel operator; Operates accommodation as core business; Well-reviewed property within ideal scale
ChIJkY_BR7YadkgRdtUWVPI4ULs,0x48761ab647c18f91:0xbb5038f25416d576,Bell House Hostel,Hostel,Hostel,https://www.bellhousehostel.co.uk/,+44 7440 256002,"Bell House, 91 Bell St, Greater, London NW1 6TL",London,NW1 6TL,United Kingdom of Great Britain and Northern Ireland,3.3,374,OPERATIONAL,"https://www.google.com/maps/place/Bell+House+Hostel/@51.5220547,-0.1661151,14z/data=!4m8!1m2!2m1!1sBell+House+Hostel!3m4!1s0x48761ab647c18f91:0xbb5038f25416d576!8m2!3d51.5220547!4d-0.1661151",hostel London United Kingdom,,,,,true,A,Hostel,1,true,true,Independent hostel operator; Single property focus; Operates accommodation as core business
ChIJ81Qi5H0bdkgRy25gEqfbgxk,0x48761b7de42254f3:0x1983dba712606ecb,The Highbury Centre,Guest house,"Guest house, Bed & breakfast, Lodge",,+44 20 7226 2663,,London,N5 2BJ,United Kingdom of Great Britain and Northern Ireland,4.6,257,OPERATIONAL,"https://www.google.com/maps/place/The+Highbury+Centre/@51.5513305,-0.0951283,14z/data=!4m8!1m2!2m1!1sThe+Highbury+Centre!3m4!1s0x48761b7de42254f3:0x1983dba712606ecb!8m2!3d51.5513305!4d-0.0951283",guest house London United Kingdom,,,,,true,A,Guest house,1-3,true,true,"Independent guest house operator in London; Well-rated (4.6 stars, 257 reviews) indicates active management; Clear accommodation focus - core business model"
ChIJDTyTF5gFdkgRC_z0fjOnrx0,0x4876059817933c0d:0x1dafa7337ef4fc0b,The Lavender Guest House - Book Direct for Best Rates,Guest house,"Guest house, Bed & breakfast, Hotel",,+44 20 7585 2767,,London,SW11 1HA,United Kingdom of Great Britain and Northern Ireland,4.9,250,OPERATIONAL,"https://www.google.com/maps/place/The+Lavender+Guest+House+-+Book+Direct+for+Best+Rates/@51.463059,-0.165568,14z/data=!4m8!1m2!2m1!1sThe+Lavender+Guest+House+-+Book+Direct+for+Best+Rates!3m4!1s0x4876059817933c0d:0x1dafa7337ef4fc0b!8m2!3d51.463059!4d-0.165568",guest house London United Kingdom,,,,,true,A,Guest house,1-3,true,true,"Independent guest house with strong ratings (4.9 stars, 250 reviews); Direct booking emphasis suggests self-managed operation; Fits ideal customer profile for accommodation operator"
ChIJkxlJCoEPdkgRZiOYvZn7AeE,0x48760f810a491993:0xe101fb99bd982366,Bed & Breakfast/ Georgiana's Guest House,Bed & breakfast,Bed & breakfast,https://georgianabedandbreakfast.com/,+44 7768 336557,"2 Cresford Rd, London SW6 2AH",London,SW6 2AH,United Kingdom of Great Britain and Northern Ireland,4.9,172,OPERATIONAL,"https://www.google.com/maps/place/Bed+%26+Breakfast%2F+Georgiana%27s+Guest+House/@51.475612899999994,-0.1919029,14z/data=!4m8!1m2!2m1!1sBed+%26+Breakfast%2F+Georgiana%27s+Guest+House!3m4!1s0x48760f810a491993:0xe101fb99bd982366!8m2!3d51.475612899999994!4d-0.1919029",guest house London United Kingdom,,,,,true,A,Guest House / Bed & Breakfast,1,true,true,"Independent operator managing single guest house property; Perfect fit for PulseHub's 1-10 property target; Core business is accommodation management, not ancillary service"
ChIJDxyLo5AQdkgR3L6-eBbJHzs,0x48761090a38b1c0f:0x3b1fc91678bebedc,Martel Guest House,Guest house,"Guest house, Bed & breakfast",http://www.martelguesthouse.co.uk/,+44 20 8455 1802,"27 The Ridgeway, London NW11 8QP",London,NW11 8QP,United Kingdom of Great Britain and Northern Ireland,4.4,143,OPERATIONAL,"https://www.google.com/maps/place/Martel+Guest+House/@51.5713892,-0.20020939999999998,14z/data=!4m8!1m2!2m1!1sMartel+Guest+House!3m4!1s0x48761090a38b1c0f:0x3b1fc91678bebedc!8m2!3d51.5713892!4d-0.20020939999999998",guest house London United Kingdom,,,,,true,A,Guest House / Bed & Breakfast,1,true,true,"Independent guest house operator managing single property; Perfect match for PulseHub's 1-10 property independent operator target; Core business is accommodation operation, not ancillary service"
ChIJSfDUmvIadkgR66HQu0gJiuQ,0x48761af29ad4f049:0xe48a0948bbd0a1eb,Primrose Guesthouse,Guest house,"Guest house, Bed & breakfast, Indoor accommodation",http://www.primroseguesthouse.co.uk/,+44 7735 550098,"34 Primrose Gardens, Belsize Park, London NW3 4TN",London,NW3 4TN,United Kingdom of Great Britain and Northern Ireland,4.6,87,OPERATIONAL,"https://www.google.com/maps/place/Primrose+Guesthouse/@51.547304,-0.1628048,14z/data=!4m8!1m2!2m1!1sPrimrose+Guesthouse!3m4!1s0x48761af29ad4f049:0xe48a0948bbd0a1eb!8m2!3d51.547304!4d-0.1628048",guest house London United Kingdom,,,,,true,A,Guest House,1,true,true,Independent guesthouse operator; Single property management; Strong rating indicates professional operation
ChIJSU6Gd6sFdkgRg1s_xRlgyDQ,0x487605ab77864e49:0x34c86019c53f5b83,Clapham Guest House,Guest house,"Guest house, Hotel, Serviced accommodation",http://www.claphamguesthouse.com/,+44 20 7819 9997,"685 Wandsworth Rd, London SW8 3JE",London,SW8 3JE,United Kingdom of Great Britain and Northern Ireland,3.8,72,OPERATIONAL,"https://www.google.com/maps/place/Clapham+Guest+House/@51.4681984,-0.1438021,14z/data=!4m8!1m2!2m1!1sClapham+Guest+House!3m4!1s0x487605ab77864e49:0x34c86019c53f5b83!8m2!3d51.4681984!4d-0.1438021",guest house London United Kingdom,,,,,true,A,Guest House,1,true,true,Independent guest house operator; Single property operation; Ideal PulseHub customer profile
ChIJVWSZhRwbdkgRjUsgF-jBLyw,0x48761b1c85996455:0x2c2fc1e817204b8d,Central Victorian House,Guest house,"Guest house, Serviced accommodation",https://centralvictorianhouse.com/,+44 7907 493009,"101 Camden Rd, London NW1 9HA",London,NW1 9HA,United Kingdom of Great Britain and Northern Ireland,4.4,71,OPERATIONAL,"https://www.google.com/maps/place/Central+Victorian+House/@51.544349,-0.1356105,14z/data=!4m8!1m2!2m1!1sCentral+Victorian+House!3m4!1s0x48761b1c85996455:0x2c2fc1e817204b8d!8m2!3d51.544349!4d-0.1356105",guest house London United Kingdom,,,,,true,A,Guest House,1,true,true,Independent guesthouse operator; Single location management; Strong ratings and active operations
ChIJ-6XQ0ogFdkgRc2A6MkZobsM,0x48760588d2d0a5fb:0xc36e6846323a6073,Tenergy Icon Living,Property management company,Property management company,,+44 20 3242 0595,,London,SE17 1JL,United Kingdom of Great Britain and Northern Ireland,4.9,47,OPERATIONAL,"https://www.google.com/maps/place/Tenergy+Icon+Living/@51.490905999999995,-0.09776119999999999,14z/data=!4m8!1m2!2m1!1sTenergy+Icon+Living!3m4!1s0x48760588d2d0a5fb:0xc36e6846323a6073!8m2!3d51.490905999999995!4d-0.09776119999999999",co-living London United Kingdom,,,,,true,A,Co-living,unknown,true,true,Property management company focused on co-living operations; Independent operator managing accommodation directly; Strong rating indicates professional operation
ChIJAxrOjM0FdkgRR_Alu2CvBWc,0x487605cd8cce1a03:0x6705af60bb25f047,Brixton Junction,Furnished apartment building,"Furnished apartment building, Property management company, Serviced accommodation",,+44 20 4527 8689,,London,SE24 0QF,United Kingdom of Great Britain and Northern Ireland,4.6,31,OPERATIONAL,"https://www.google.com/maps/place/Brixton+Junction/@51.464116,-0.1025749,14z/data=!4m8!1m2!2m1!1sBrixton+Junction!3m4!1s0x487605cd8cce1a03:0x6705af60bb25f047!8m2!3d51.464116!4d-0.1025749",co-living London United Kingdom,,,,,true,A,Serviced accommodation / Co-living,1-10,true,true,Directly operates furnished/serviced accommodation; Co-living focus aligns with PulseHub target types; Independent operator profile
ChIJHVf8XqYcdkgRI1ox1unvtaY,0x48761ca65efc571d:0xa6b5efe9d6315a23,Bloom Coliving,Property management company,Property management company,,+44 20 3151 4015,,London,EC1V 1NR,United Kingdom of Great Britain and Northern Ireland,4.7,22,OPERATIONAL,"https://www.google.com/maps/place/Bloom+Coliving/@51.5279393,-0.08978359999999999,14z/data=!4m8!1m2!2m1!1sBloom+Coliving!3m4!1s0x48761ca65efc571d:0xa6b5efe9d6315a23!8m2!3d51.5279393!4d-0.08978359999999999",co-living London United Kingdom,,,,,true,A,Co-living,1-10,true,true,Co-living operator - core accommodation business; Property management company managing own properties; Independent operator ideal profile
ChIJ5TCqQXgbdkgRkXQa0Iziags,0x48761b7841aa30e5:0xb6ae28cd01a7491,Gravity Co Camden Town,Furnished apartment building,Furnished apartment building,https://gravitycoliving.com/location/camden-town/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dgravityco-camden-town,+44 20 8163 2343,"Ground Floor, 31 Kentish Town Rd, London NW1 8NL",London,NW1 8NL,United Kingdom of Great Britain and Northern Ireland,5.0,6,OPERATIONAL,"https://www.google.com/maps/place/Gravity+Co+Camden+Town/@51.5407665,-0.14229719999999998,14z/data=!4m8!1m2!2m1!1sGravity+Co+Camden+Town!3m4!1s0x48761b7841aa30e5:0xb6ae28cd01a7491!8m2!3d51.5407665!4d-0.14229719999999998",co-living London United Kingdom,,,,,true,A,Co-living,unknown,true,true,Co-living operator actively managing furnished apartment buildings; Multiple locations suggest established independent business; Strong rating and active management of accommodation
ChIJ0c1oIYUadkgRkPBCARMtPVE,0x48761a852168cdd1:0x513d2d130142f090,Hampstead Green Hill Guest House,Guest house,Guest house,https://www.london-tokyo.co.uk/jp/pages/show/3/guesthouse,+44 20 7431 4550,"122C Finchley Rd, London NW3 5HT",London,NW3 5HT,United Kingdom of Great Britain and Northern Ireland,4.2,5,OPERATIONAL,"https://www.google.com/maps/place/Hampstead+Green+Hill+Guest+House/@51.5474746,-0.1791678,14z/data=!4m8!1m2!2m1!1sHampstead+Green+Hill+Guest+House!3m4!1s0x48761a852168cdd1:0x513d2d130142f090!8m2!3d51.5474746!4d-0.1791678",guest house London United Kingdom,,,,,true,A,Guest House,1,true,true,Independent guest house operator managing accommodation; Fits ideal customer profile for small accommodation business; Actively operating hospitality accommodation
ChIJYRQsGV0NdkgRTSldZZUodVo,0x48760d5d192c1461:0x5a752895655d294d,Richmond HMO Ltd,Property management company,Property management company,http://www.richmondhmo.co.uk/,+44 7310 000567,"Flat 9, 222 St. Margarets Rd, Twickenham TW1 1NP",Twickenham,TW1 1NP,United Kingdom of Great Britain and Northern Ireland,4.8,5,OPERATIONAL,"https://www.google.com/maps/place/Richmond+HMO+Ltd/@51.458803499999995,-0.3223972,14z/data=!4m8!1m2!2m1!1sRichmond+HMO+Ltd!3m4!1s0x48760d5d192c1461:0x5a752895655d294d!8m2!3d51.458803499999995!4d-0.3223972",HMO London United Kingdom,,,,,true,A,HMO,unknown,true,true,"Independent HMO property management company; Specialized in HMO operations, core business is accommodation management; Small independent operator with strong ratings"
ChIJs1q1wTwRdkgRKuMnmt8aTww,0x4876113cc1b55ab3:0xc4f1adf9a27e32a,Gravity Co - West Hampstead,Apartment Letting Agency,"Apartment Letting Agency, Furnished apartment building, Short term apartment rental agency",https://gravityco.co/location/west-hampstead/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dgravity_west_hampstead,+44 20 8163 2343,"11 Dennington Park Rd, London NW6 1BB",London,NW6 1BB,United Kingdom of Great Britain and Northern Ireland,5.0,5,OPERATIONAL,"https://www.google.com/maps/place/Gravity+Co+-+West+Hampstead/@51.5498524,-0.1934718,14z/data=!4m8!1m2!2m1!1sGravity+Co+-+West+Hampstead!3m4!1s0x4876113cc1b55ab3:0xc4f1adf9a27e32a!8m2!3d51.5498524!4d-0.1934718",co-living London United Kingdom,,,,,true,A,Co-living,unknown,true,true,Co-living operator managing furnished apartments with multiple locations; Independent business actively operating accommodation properties; Established operator with strong ratings
ChIJu6Q1VoIbdkgRLwP--RgrdiQ,0x48761b825635a4bb:0x24762b18f9fe032f,Fllat - Coliving & Student Housing,Apartment Rental Agency,Apartment Rental Agency,,+44 7883 316368,,London,EC1V 8BW,United Kingdom of Great Britain and Northern Ireland,5.0,3,OPERATIONAL,"https://www.google.com/maps/place/Fllat+-+Coliving+%26+Student+Housing/@51.5283722,-0.09397839999999999,14z/data=!4m8!1m2!2m1!1sFllat+-+Coliving+%26+Student+Housing!3m4!1s0x48761b825635a4bb:0x24762b18f9fe032f!8m2!3d51.5283722!4d-0.09397839999999999",co-living London United Kingdom,,,,,true,A,"co-living, student accommodation",unknown,true,true,Co-living and student housing specialist with explicit focus on accommodation operations; Direct phone contact and London location; Clear alignment with PulseHub's target accommodation types
ChIJM4cpDTobdkgRx8LDQJ76Yu8,0x48761b3a0d298733:0xef62fa9e40c3c2c7,Generator London,Hostel,"Hostel, Bar, Cafe, Hotel, Serviced accommodation",https://staygenerator.com/hostels/london%3Futm_source%3Dgoogle-my-business%26utm_medium%3Dorganic%26utm_campaign%3Dhostel-London,+44 20 7388 7666,"37 Tavistock Pl, London WC1H 9SE",London,WC1H 9SE,United Kingdom of Great Britain and Northern Ireland,3.7,6087,OPERATIONAL,"https://www.google.com/maps/place/Generator+London/@51.5262045,-0.12482499999999999,14z/data=!4m8!1m2!2m1!1sGenerator+London!3m4!1s0x48761b3a0d298733:0xef62fa9e40c3c2c7!8m2!3d51.5262045!4d-0.12482499999999999",hostel London United Kingdom,,,,,true,B,Hostel,unknown,false,false,"Generator is a multi-property hostel chain, not an independent operator; Part of larger hospitality group with bar/cafe operations; Likely institutional scale makes founder outreach less appropriate"
ChIJt9C-KTcbdkgRJq74i41gJvE,0x48761b3729bed0b7:0xf126608d8bf8ae26,Smart Russell Square,Hostel,"Hostel, Hotel",https://www.smarthostels.com/hostels/smart-russell-square,+44 20 7101 2807,"71-72 Guilford St, London WC1N 1DF",London,WC1N 1DF,United Kingdom of Great Britain and Northern Ireland,3.3,3473,OPERATIONAL,"https://www.google.com/maps/place/Smart+Russell+Square/@51.5227976,-0.12320869999999999,14z/data=!4m8!1m2!2m1!1sSmart+Russell+Square!3m4!1s0x48761b3729bed0b7:0xf126608d8bf8ae26!8m2!3d51.5227976!4d-0.12320869999999999",hostel London United Kingdom,,,,,true,B,Hostel,unknown,false,false,Smart Hostels operates multiple locations (chain); Not independent single-property operator; Scale suggests corporate structure over PulseHub's ideal customer profile
ChIJj2GS5DgbdkgR5ByCB6VlX3M,0x48761b38e492618f:0x735f65a507821ce4,Clink261,Hostel,"Hostel, Youth hostel",https://www.clinkhostels.com/london/clink261/,+44 20 7183 9400,"261-265 Gray's Inn Rd, London WC1X 8QT",London,WC1X 8QT,United Kingdom of Great Britain and Northern Ireland,3.9,2782,OPERATIONAL,"https://www.google.com/maps/place/Clink261/@51.529061399999996,-0.1201225,14z/data=!4m8!1m2!2m1!1sClink261!3m4!1s0x48761b38e492618f:0x735f65a507821ce4!8m2!3d51.529061399999996!4d-0.1201225",hostel London United Kingdom,,,,,true,B,Hostel,unknown,false,false,Clink Hostels operates multiple locations (chain); Not independent single operator; Chain structure reduces sales priority
ChIJJVQ66DMbdkgRygLpueesB1o,0x48761b33e83a5425:0x5a07ace7b9e902ca,Astor Museum Hostel,Hostel,Hostel,https://www.astorhostels.com/,+44 20 7580 5360,"27 Montague St, London WC1B 5BH",London,WC1B 5BH,United Kingdom of Great Britain and Northern Ireland,4.2,964,OPERATIONAL,"https://www.google.com/maps/place/Astor+Museum+Hostel/@51.519537299999996,-0.1249057,14z/data=!4m8!1m2!2m1!1sAstor+Museum+Hostel!3m4!1s0x48761b33e83a5425:0x5a07ace7b9e902ca!8m2!3d51.519537299999996!4d-0.1249057",hostel London United Kingdom,,,,,true,B,Hostel,unknown,true,false,Operates hostel accommodation which fits PulseHub scope; Astor Hostels appears to be a small chain; unclear if independent or part of larger group; High review volume suggests established multi-property operator
ChIJg7J9bdIEdkgRJGYSczrrWzc,0x487604d26d7db283:0x375beb3a73126624,Victory House Leicester Square,Hotel,"Hotel, Bar, Restaurant",,+44 20 3909 4100,,London,WC2H 7BZ,United Kingdom of Great Britain and Northern Ireland,4.0,939,OPERATIONAL,"https://www.google.com/maps/place/Victory+House+Leicester+Square/@51.511230999999995,-0.1300103,14z/data=!4m8!1m2!2m1!1sVictory+House+Leicester+Square!3m4!1s0x487604d26d7db283:0x375beb3a73126624!8m2!3d51.511230999999995!4d-0.1300103",guest house London United Kingdom,,,,,true,B,Hotel,1,true,true,Hotel operator in prime London location; Operates accommodation as core business; Strong location and rating indicate established operation
ChIJiWVdTsQRdkgR2WSHDt7Wumo,0x487611c44e5d6589:0x6abad6de0e8764d9,The Collective Old Oak,Serviced accommodation,"Serviced accommodation, Group accommodation",,+44 20 3921 0561,,London,NW10 6FF,United Kingdom of Great Britain and Northern Ireland,4.1,818,OPERATIONAL,"https://www.google.com/maps/place/The+Collective+Old+Oak/@51.5288815,-0.25052979999999997,14z/data=!4m8!1m2!2m1!1sThe+Collective+Old+Oak!3m4!1s0x487611c44e5d6589:0x6abad6de0e8764d9!8m2!3d51.5288815!4d-0.25052979999999997",co-living London United Kingdom,,,,,true,B,Serviced accommodation/Co-living,1,true,true,Serviced accommodation and group accommodation operator; Matches co-living accommodation type; Core business is accommodation management
ChIJp6Z2b4APdkgRHHLmiNYDy8k,0x48760f806f76a6a7:0xc9cb03d688e6721c,Queen Elizabeth Hostel & Pub,Hostel,"Hostel, Bar",https://www.queenelizabethhostel.co.uk/,+44 7907 587578,"58 Bagleys Ln, London SW6 2BH",London,SW6 2BH,United Kingdom of Great Britain and Northern Ireland,3.3,786,OPERATIONAL,"https://www.google.com/maps/place/Queen+Elizabeth+Hostel+%26+Pub/@51.474695399999995,-0.1888317,14z/data=!4m8!1m2!2m1!1sQueen+Elizabeth+Hostel+%26+Pub!3m4!1s0x48760f806f76a6a7:0xc9cb03d688e6721c!8m2!3d51.474695399999995!4d-0.1888317",hostel London United Kingdom,,,,,true,B,Hostel,1,true,true,Small independent hostel operator fits ideal profile; Pub element is secondary to hostel accommodation focus; Single location suggests independent operator
ChIJ-cYVzdQEdkgRi8vH6gV_SjU,0x487604d4cd15c6f9:0x354a7f05eac7cb8b,Astor Oxford Street,Hostel,"Hostel, Hotel, Youth hostel",http://www.astorhostels.com/,+44 20 7734 1618,"14 Noel St, London W1F 8GJ",London,W1F 8GJ,United Kingdom of Great Britain and Northern Ireland,4.3,745,OPERATIONAL,"https://www.google.com/maps/place/Astor+Oxford+Street/@51.514820699999994,-0.1367688,14z/data=!4m8!1m2!2m1!1sAstor+Oxford+Street!3m4!1s0x487604d4cd15c6f9:0x354a7f05eac7cb8b!8m2!3d51.514820699999994!4d-0.1367688",hostel London United Kingdom; student accommodation London United Kingdom,,,,,true,B,Hostel,unknown,false,false,"Part of Astor Hostels chain operating multiple locations; While hostels fit scope, chain structure suggests not independent operator; Larger multi-property group less ideal than single operators"
ChIJqWtO078EdkgR4G8yaiJILhA,0x487604bfd34e6ba9:0x102e48226a326fe0,London Waterloo Hostel,Hostel,"Hostel, Extended stay hotel, Hotel",http://www.londonwaterloohostel.com/,+44 7743 635188,"73 Lambeth Walk, London SE11 6DX",London,SE11 6DX,United Kingdom of Great Britain and Northern Ireland,3.0,671,OPERATIONAL,"https://www.google.com/maps/place/London+Waterloo+Hostel/@51.4943222,-0.1144259,14z/data=!4m8!1m2!2m1!1sLondon+Waterloo+Hostel!3m4!1s0x487604bfd34e6ba9:0x102e48226a326fe0!8m2!3d51.4943222!4d-0.1144259",hostel London United Kingdom,,,,,true,B,Hostel,1,true,true,Independent hostel operator fits target profile; Extended stay and hotel features suggest diverse accommodation management; Single property with direct phone contact suggests small operator
